gear_type,gini_hours,gini_area
drifting_longline,0.6706577852930355,0.5961203721752956
set_longline,0.6272012910586267,0.5706661291707972
shrimp_trawl,0.6291564172209706,0.5905626755507168
small_pelagic_purse_seine,0.5354554692731768,0.3994276039995372
tuna_purse_seine,0.47023679654921285,0.4643369697414412
